Body_Cleaned,Label
week expected lower result one year ago  auction held melbourne sydney australia two largest market set see fewer auction take place week  melbourne home currently scheduled go hammer  last week  auction scheduled across sydney decreasing  auction held last week remaining capital city expected host fewer auction week exception,2.0
recorded across  auction previous week  per cent  auction held across smaller auction market volume clearance rate increased week adelaide brisbane canberra tasmania weekonweek result perth remained steady noncapital city auction market geelong returned highest final clearance rate  per cent,1.0
week adelaide brisbane canberra tasmania weekonweek result perth remained steady noncapital city auction market geelong returned highest final clearance rate  per cent across  auction gold coast held auction  however  per cent cleared kevin brogan national auction market commentatorcorelogic jade harling senior research analyst,0.0
median house value across individual capital city currently compared five   year ago house value reasonably similar nowadays adelaide perth hobart darwin however case historically sydney also stand substantially expensive capital city another way look,2.0
narrowest gap since late  average sydney house value premium since january   brisbane sydney median house value currently  higher although gap reduced recently gap previously great early  average premium sydney house compared brisbane  much lower,2.0
longterm average premium  last time sydney premium large mid canberra sydney median house value currently  higher darwin gap previously large back early  since  average premium sydney house relative canberra lower ,1.0
higher despite recent value fall cost house across capital city chart also highlight much greater escalation house value sydney melbourne recent year relative capital city table show difference median house value across individual capital city currently,1.0
median house value across individual capital city currently compared five   year ago house value reasonably similar nowadays adelaide perth hobart darwin however case historically sydney also stand substantially expensive capital city another way look,2.0
although dwelling value started falling sydney city remains substantially expensive capital city fact whether look cost house cost unit sydney stand much,1.0
slowdown housing market region recording value growth excess  hand brisbane perth hobart regional nsw regional qld regional wa regional ta recorded fall dwelling value period final chart show change dwelling value recent five year period january ,2.0
dwelling value increased  combined rest state region recorded value fall  timeframe darwin  regional nt  largely unaffected slowdown housing market region recording value growth excess  hand brisbane perth hobart regional nsw regional qld regional wa regional ta,1.0
increase  across combined capital city  across combined regional market greatest increase value recorded melbourne  moderate increase recorded regional wa value  higher accompanying chart show value growth across country five year increment note data,1.0
saw sydney  regional nsw  regional vic  record lowest rate value growth end spectrum value doubled five year period perth  regional wa  although value growth generally stronger capital city regional market regional nsw,1.0
regional wa  regional ta  recorded substantially lower value growth region january  january  sydney capital city recorded lower rate value growth rest state region regional nsw five year january  represents period leading global financial crisis gfc,2.0
per cent unit selling auction  per cent house sold across combined capital city melbourne australia largest auction market preliminary auction clearance rate  per cent recorded across  auction week  per cent across  auction last week one year ago clearance rate stronger  per cent across  auction ,2.0
auction last week one year ago clearance rate stronger  per cent across  auction  auction held sydney week returning preliminary auction clearance rate  per cent compared  per cent across  last week  per cent across  auction one year ago across smaller auction market preliminary result show canberra best performing term,1.0
currently tracking  capital city auction increasing  auction held last week usual melbourne sydney two busiest capital city auction market week   auction scheduled last week final result   auction held respectively across smaller market activity expected higher weekonweek capital city overall,1.0
currently tracking  capital city auction increasing  auction held last week usual melbourne sydney two busiest capital city auction market week   auction scheduled last week final result   auction held respectively across smaller market activity expected higher weekonweek capital city overall,1.0
median house value report ranged  melton victoria  cremorne nsw median unit value ranged  cranbourne vic  byron bay nsw highest frequency value range report    suburb,0.0
number one top performing suburb consistent capital growth australia scenic cockatoo km east melbourne dandenong range victoria according new research corelogic house cockatoo median value  grew  past  month ,1.0
market suburb made  top  nine suburb based capital growth unit house cottesloe perth surprise inclusion national ranking lone wa suburb make cut cottesloe ranked fourth  month median value growth  median house value,2.0
next looked  year growth top performing suburb report available national state level victoria dominated national list  top  suburb seven nsw two queensland one suburb tasmania one wa result alignment performance,2.0
national list  top  suburb seven nsw two queensland one suburb tasmania one wa result alignment performance housing market generally two speed,2.0
value almost  month  lower since peak back july last year month month fall recorded across every capital city except brisbane value steady hobart dwelling value continued strong run growth surging another  higher note capital city update darwin canberra hobart available national housing market,1.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
november slipped third percent december january  peak fall national dwelling value broad based across capital continues led sydney value almost  month  lower since peak back july last year month month fall recorded across every capital city except brisbane value steady,2.0
 per cent unit selling auction  per cent house sold across combined capital melbourne returned preliminary auction clearance rate  per cent week higher final figure last week saw  per cent auction clearing melbourne higher preliminary clearance rate across significantly higher volume auction,1.0
significantly higher volume auction weekonweek  held last week  auction sydney  home taken auction week returning equal highest preliminary result melbourne  per cent increasing last week final clearance rate  per cent across lower volume auction  across smaller auction market adelaide best performing term clearance rate ,1.0
volume new loan first home buyer new south wale victoria climbed substantially recent month value growth slowed even begun fall sydney melbourne first home buyer must vigilant purchasing home lured buying peak,2.0
